Age,Screen_Time_Hours,Social_Media_Hours,Sleep_Hours,Study_Work_Hours,Physical_Activity_Min,App_Unlocks_Per_Day,Mood_Score,Addiction_Risk
23,4.583916659735104,9.899454765327702,7.162085843384551,4.62906186894252,126,210,1,Medium
16,3.2779158007594984,8.302917788568843,5.7792537283361005,2.889562806460652,177,98,3,Medium
26,11.071381093921442,5.434520570006685,4.586922095230548,2.0110802623046515,146,234,8,High
17,13.308285239661068,3.9853558469571033,5.56681394924356,6.382944846219564,171,112,3,Medium
17,,6.980470876914003,4.640376911476995,7.685734016273843,74,238,5,Medium
15,3.022674217005102,6.107107183666585,6.746775683225968,4.703380031321467,75,206,8,Medium
22,,6.47883061476168,7.9092411629694475,4.597496510988164,86,158,2,High
36,1.4911948835592015,3.7586117796956913,6.109132461482064,5.567850453979742,0,92,4,Low
42,13.70922037515614,4.572919995420268,3.275036847955559,4.6308510295341,93,181,6,High
43,1.060378280104854,5.801917461461173,8.63849176749896,10.584384045522441,38,180,8,Low
22,12.357692523467307,8.473192318257508,4.765704070814199,8.428423911128043,150,125,4,High
25,4.995227352840744,7.74763471874758,8.487062031112899,10.289468328822329,111,176,3,Medium
23,13.201655156304856,1.6272307697765085,7.8784098151619295,10.604782496055124,43,97,1,Medium
19,5.120288752262611,2.832765375184222,5.478750679855795,6.350099460061394,20,141,7,Medium
28,9.505982179942729,0.7532483868637605,3.340222603104873,6.775774486299732,155,242,10,Medium
42,2.0404234069571765,0.5756253956731184,8.686223426536841,11.778195986926447,138,71,7,Low
44,4.150287548898607,2.631566958162297,6.954322003148993,10.168399123638508,151,208,8,Low
17,11.05783150423026,8.093549006088631,4.497923895536346,9.978943208261093,139,249,2,High
35,7.872916097824656,9.095102752656677,6.201217220613298,7.837132072726439,66,134,2,Medium
19,13.063597803231582,,6.812223053259351,6.611502595466028,160,58,9,Medium
19,6.5737683084376055,5.850386667763447,,10.946106966482203,76,128,9,Medium
33,12.307560755581,7.207499718576117,3.561242999020332,10.0455696158721,41,82,6,High
41,6.836420687217088,9.552898642891401,4.604793275007978,7.167889073344694,43,110,5,Medium
28,13.730227623125808,9.1728562543256,3.285616009569755,4.704908019740491,56,229,1,High
40,13.477846958185399,1.0433268821231092,3.4199190614691553,3.4727940395646666,143,222,4,High
44,5.278777172229044,2.857575510488168,3.939510260959538,7.527057085546244,83,54,5,Low
18,12.517007715418442,0.9668731675741824,3.950438223888626,4.960300198179498,137,37,10,Medium
39,12.01894786480344,6.357152999395987,4.487709509599899,4.642157861530397,22,90,3,High
27,3.738845165258317,7.249686506490071,8.624575393133572,3.057862343607192,177,38,5,Low
24,9.115775210182505,3.428692417386859,6.4549201372464164,2.344727198916557,71,189,7,Medium
39,1.9448701026675932,8.611593127265538,5.535031079640802,9.833538225692198,3,211,8,Medium
32,11.877239367585002,4.801721128909228,6.382798011474044,3.0798506672023853,71,111,9,High
22,3.2690964855454547,9.984624393421619,3.0342693190818277,10.886094666634104,119,26,2,Medium
22,1.9205911180149386,0.5037970795985869,8.368481458285995,4.137828075943322,150,149,8,Low
21,6.202848242004546,1.5401522299762882,6.1938788463236705,9.596756923982174,33,193,8,Medium
22,8.499987801795365,3.3670358078857334,5.709903990173409,10.229994802102778,53,51,8,Medium
28,,0.742322180560275,8.649611636283787,9.925559220991168,13,169,9,Medium
33,13.665152831782574,7.932224848513382,7.382448506902283,10.7285582006679,3,241,2,High
43,6.713402663408227,1.0013319847772286,5.024525040253739,5.397208570342017,81,225,1,Medium
20,1.7858099988085128,7.6153065162913585,8.616944888741669,11.858884762824422,45,86,10,Low
15,10.738502527336319,0.9994003585007194,8.111985749961299,4.795947006101396,36,92,7,Medium
37,8.347252330911186,2.9009090142039335,8.727202375858031,11.34298089897932,66,71,2,Medium
29,6.822587482978021,8.492129748756032,3.577343624467806,6.374400948560725,90,34,7,Medium
15,5.020495424298466,9.53540529525838,8.731709336322895,2.5693199320709708,58,217,9,Medium
39,7.5311808619659635,4.438000255274867,6.257297033229332,9.849164693050371,79,236,8,Medium
31,5.402834857941402,9.714420160969238,7.033290477554134,9.874108329531724,54,195,7,Medium
15,10.841154280715683,6.455368775706154,4.27343339810305,3.972978944727317,163,187,8,High
29,8.070618054404335,4.4504336631128485,3.842408940311773,10.235124481326503,22,79,5,Medium
37,12.399021064003456,8.12661276769521,3.4763249854560083,3.575794029521307,31,23,1,High
16,8.066070890442747,3.3056209413319113,5.533878552868336,3.5143165896765423,175,168,8,Medium
28,4.0974113734190905,3.0250644829220747,4.328096817755511,10.089192879339613,122,86,5,Low
35,,,3.489737452197999,4.902191243075414,38,207,1,High
22,8.24384758409057,4.209629938696902,,2.7687783516158806,138,214,10,Medium
22,3.688933495866296,1.7912212559773057,7.400348059485225,11.563439859237466,60,58,9,Low
33,9.105601529430889,1.1361602352541336,6.107127049202381,7.570401559292054,130,241,2,Medium
21,5.650317944251558,7.984504474360534,7.460084896845059,6.480774894323233,142,86,2,Medium
33,11.977272959796855,6.9211519521222735,6.668749033785601,7.041100438610606,121,45,1,High
20,6.892896602405057,4.4120831337627315,4.068195563281705,8.704502771851814,7,221,4,Medium
20,10.443737655396417,9.014162534125038,6.800618664123709,10.61665985241535,89,135,6,High
17,2.241970699271083,4.403139148204696,7.086073613181227,8.725788883075845,83,88,6,Low
21,,7.247806978921144,4.4248250349451155,9.395263929694877,172,77,2,Medium
33,13.782138674141184,9.136595114469282,4.920867883673924,3.8015308005863173,49,33,9,High
22,11.509983763202928,8.486796857730212,5.299803958556158,5.840930697874723,65,29,4,High
24,3.0792304307700724,5.355495375226,6.615279838081426,7.848097930109899,32,156,6,Medium
34,4.6109326432043165,6.9660457282439605,3.760847892338205,8.19406493673085,176,249,10,Medium
29,,4.429824878910006,7.460868741029792,4.706931117316929,144,150,5,Medium
29,9.454752286440794,6.648373136794083,5.076145624580184,11.749822518998476,40,222,3,High
43,10.840931873365522,2.946748164281261,7.150635718156943,3.1818597216122297,18,214,3,Medium
15,,4.630050080810756,8.597324360301208,3.122783481564916,10,121,8,Medium
34,7.628362731983237,2.4906845072174706,8.219247880550732,4.291501988344853,59,195,5,Medium
44,11.540666991895966,0.8627570504557063,7.425486776891629,9.539132652589839,20,57,7,Medium
21,6.6820150758471755,6.0911285804660364,4.159961901907431,2.3655128845715017,171,58,1,Medium
41,2.610447348842305,8.712078780832577,7.392446211453051,11.87865778603582,90,188,6,Medium
18,8.337743941499573,0.7429936089203193,6.814736435796181,11.87729446526484,150,62,7,Low
43,13.379917999814387,2.362282536928311,7.63528093507254,3.596841966273259,78,128,10,Medium
20,11.308917468102647,4.87175806306899,8.2128835250304,6.012032742781797,85,225,7,High
39,8.52310841999915,6.826019760001406,4.868850684233363,4.039173394724482,12,86,6,Medium
15,9.40847358453826,2.126677339863921,,6.080152123571015,173,25,8,Medium
43,13.097306351462445,1.0386008752209306,4.650829111527999,7.328628142511795,52,65,4,Medium
19,6.568456327654486,5.4309628184054475,5.077709635419811,10.227319511953361,10,97,6,Medium
41,5.308123806254286,8.277742274044433,6.123867265531745,2.3580729780748335,80,35,6,Medium
37,20.821828574993297,0.8347316384713273,5.604980350392864,11.868976711763379,142,172,2,Medium
15,12.224760735634334,3.819009778410746,6.603783614821991,11.405629598651293,167,63,5,Medium
44,5.199566600041831,,7.55256882227223,7.704172989390585,97,141,6,Medium
18,,1.7420490579734365,6.630120147626526,6.808963788115984,142,147,5,Medium
36,6.396015677101388,2.7414943804811895,8.818802967574612,7.506447534677762,12,46,7,Medium
16,2.9382438227286407,5.587180115969527,7.428720054721838,2.184409264225706,156,233,8,Low
24,13.451651209572368,9.55570111546007,8.910070958771886,9.376826919922067,164,73,7,High
19,6.256061605856864,3.2297548733156827,7.4606443443245185,6.964359843278485,110,75,2,Low
41,,5.131510501596749,6.047513233495791,4.860399194676898,47,222,8,High
24,3.461630959848646,,5.466034578562208,6.615435588271707,41,120,6,Low
15,8.122320538283857,9.02526838428576,7.413962340819511,4.9256780223468795,9,190,5,High
36,1.3114980066155075,,7.122746343277409,8.999507724779797,143,206,10,Low
20,10.934866289950012,5.878402117737261,7.012588222143437,8.144342037646162,176,230,6,Medium
27,8.55188067720162,8.538137142304468,7.3307030653571665,5.8809259909005895,103,230,8,High
29,9.132664585106784,9.887116982094621,8.233032679480093,5.142419419912716,92,136,6,High
18,1.6723714732104948,7.13789222645717,4.366561845244514,10.780366443752882,81,99,7,Low
27,3.743498292712,4.109387018831983,6.389368373367105,8.822386436483095,99,113,6,Low
38,1.9663013405965422,4.412331349072467,6.61980712576385,9.157818171696402,98,91,7,Low
34,4.755886105449553,3.840981087556257,4.7571410268302765,8.186055919288922,115,113,9,Low
38,,6.234324448166058,8.927697688586393,2.752305502346241,88,203,10,Medium
29,8.360417796125878,7.524354821823384,7.713227498077318,2.592624866992477,91,27,9,Medium
43,8.957947680974073,8.284941854094843,4.927596615032314,6.291715184069465,118,198,10,High
22,8.140266527912626,4.457634541990133,5.150606134008497,11.304999570557893,100,120,7,Medium
19,4.549374343786171,7.308730771460873,7.309548893040761,7.247080788985717,170,48,2,Medium
43,4.178597465477528,9.204114624282877,3.068960528960056,10.758845130934276,46,161,7,Medium
29,2.7817758859755566,9.247835547281701,5.784242026046867,2.965498420360559,18,532,7,Medium
18,12.037921373745398,7.188275525789104,5.058665832613357,9.242610749346628,144,119,10,High
26,9.014231661036177,6.550570831719093,8.124017807833528,4.453378549608112,85,159,3,Medium
27,3.424643162552777,5.549497717487564,7.747769462693537,7.244961598024163,153,32,3,Low
16,3.303721937676114,2.2403778477302216,4.992581560322922,4.9292107035407575,78,159,4,Low
41,12.349462819839777,1.6744816997514755,,9.123333600020745,156,225,5,Medium
33,10.655501228923152,5.114254564499113,8.48160003640517,6.008890527705262,70,29,3,Medium
33,9.572188038769829,2.0147194839708638,6.314753094805566,6.621684924995937,81,191,3,Medium
18,6.289233398010897,5.981499293858692,3.9554220159484377,4.453453731815292,113,206,10,Medium
18,4.405682335620728,6.634175937861572,7.621968497089608,4.814580153063941,119,155,2,Medium
40,13.732859920466709,5.493348176440387,4.916065440166174,3.794756907093352,135,171,8,High
25,,0.8460537688698296,6.163688340238813,7.537985473681842,51,184,9,Medium
41,4.923129900771594,1.0484156086221557,3.2735319871648088,3.44996956031446,122,190,4,Low
19,12.018342351620431,1.576741254474112,6.000542535702669,4.682026116723623,60,131,2,Medium
34,,1.9596351473892206,,7.304613546480866,102,108,10,Medium
25,4.8620471484139784,9.903884830808666,7.116391759444795,4.748312990775861,167,27,7,Medium
44,6.545187105141316,3.772702660199663,3.2447020797366513,7.884996597343283,152,211,3,Medium
24,3.4173947900833466,3.2737470495922185,6.749672832815679,2.1416400445819574,77,224,10,Low
22,2.4436817769154215,0.9965330388101761,7.631736441444398,11.732227876999444,97,86,4,Low
20,10.395906426916058,6.535543711513167,3.076668879803183,9.299888563804402,9,220,7,High
20,4.477654145600266,6.695812458747167,,7.0381912854714495,79,187,3,Medium
22,11.660771754701297,2.1667625509973143,3.781224163650921,11.208379198842984,51,93,8,Medium
37,13.942913249687539,9.232794638783824,7.188336692837767,10.69766080944978,28,65,8,High
29,1.9960575810854326,8.10468869265371,5.731658258254246,5.665543199484372,178,230,3,Medium
40,7.149456626088104,2.6880335096713264,6.311947837870601,3.1612917834948986,69,111,6,Medium
28,11.426813271040439,5.115572443707105,5.024083502584877,4.5223239207675805,135,165,8,Medium
25,11.256361655036036,4.854713133889074,4.4727984379645065,4.086892694641356,21,229,9,High
26,10.87996305830259,3.8109442212520475,3.426284148344095,9.500574355421744,171,91,5,Medium
40,5.536934158924843,8.267529771843325,8.188139924887238,7.4810989251300635,121,155,9,Medium
27,6.90009232390568,1.5380126134009344,6.662575293814092,10.500981831583603,112,206,6,Medium
22,8.734588645439114,4.44548527836403,8.896794955925504,6.897007504641751,36,55,8,Medium
44,13.661227586452343,4.566295740217562,8.102711402429499,9.697650549113666,107,115,5,High
32,5.258114522200407,4.952893243834707,8.21779960331489,5.234228375938074,130,40,4,Low
39,13.00087054031915,8.682824915436973,,8.021508030174036,172,22,6,High
15,4.5016399363464235,2.572585266914262,3.485656226796268,8.394001829263013,89,107,7,Low
29,13.85796805115816,1.4777701483665913,8.480377572395259,9.592870910017442,104,35,4,Medium
22,9.713427928758692,6.369180396800526,3.70731740489542,9.994884004190876,162,230,2,Medium
42,7.025649244661162,2.151427512291448,6.102876056151414,4.765030423048768,37,74,1,Medium
25,8.974075564826864,1.2118548156188875,8.141134428669865,5.850580015155561,83,169,4,Medium
26,4.542905197522688,4.553167595425008,5.8344480859399255,4.071350908546915,123,41,4,Low
26,4.564260147649065,2.586641093152339,,9.478343705157137,40,132,7,Medium
18,2.47620906996542,3.9315578792458443,5.239181092241463,4.707282636532402,77,96,4,Low
30,,2.967255260973346,8.930324161259293,5.910192017823302,15,159,8,Low
18,5.519732639095848,1.3800463958724496,8.998555118947458,10.03026475566321,49,207,1,Low
19,10.917121212652832,5.823298427779915,7.265009940286455,5.398026404036042,163,239,1,Medium
38,8.903625178776112,0.756674971375114,8.327953856126733,4.9150030916776295,46,219,1,Medium
19,2.3335992843032707,9.680565805946795,3.2652403689874845,8.511814330425661,122,548,5,Medium
22,12.079074824686842,3.7426399564821793,4.655829449894948,11.753735857775574,81,103,3,Medium
24,8.817779150870862,7.103996349653136,5.213757296242993,2.6262396911493195,10,226,4,High
31,13.491122498202136,8.198447289200773,3.0719858848090915,10.34788404580431,142,215,10,High
42,9.712411076345699,3.1514955576257737,5.261769333581692,3.2160483425989077,173,43,2,Medium
40,3.2772732281543533,7.613017736545649,3.558189510356401,5.448981172582489,123,147,5,Medium
23,7.159183710001689,8.407998126534741,6.104455812093641,6.16717932632925,65,67,5,Medium
36,9.430468768113654,2.7925137212103284,3.0265158533935805,9.187393601059867,138,192,5,Medium
33,1.36744111364971,9.92869943051269,4.6226993314029095,11.265659308504237,103,25,5,Medium
43,1.1938334340125025,0.6965424869998489,8.197700415805269,3.0201096028236147,32,139,1,Low
28,2.6822390077813827,2.5615045622376402,4.278348323521588,9.448084521182476,121,211,4,Low
22,4.271637655591119,,3.389060577893689,5.222923954412335,11,106,6,Medium
23,6.584138605768782,2.3442447380296523,4.498384706696729,11.01910995691909,131,123,8,Medium
36,7.336726158877249,7.133468701408962,7.965352236020921,4.7821682029422155,178,162,10,Medium
25,2.794358916192658,8.627538847337584,6.523124180967187,8.938619496459134,83,49,8,Medium
37,9.7540905285058,9.612535590025471,6.516446216025244,3.647558003622549,100,231,6,High
15,8.749794802054954,5.005351396302561,3.003444070005013,11.579470786665832,2,46,7,Medium
28,4.828033284935083,9.725536668330115,5.832907283253666,2.043243385943806,60,174,1,Medium
19,1.1775784846587962,4.410411818475946,4.593708238207416,4.328519773125807,42,245,7,Low
35,2.0094228995927796,2.5722163769066646,5.0172540732983695,8.75944116031804,1,244,4,Low
40,6.092032081640912,5.38225760430489,6.592119826008728,10.535242298891719,71,136,1,Medium
28,3.001666565153891,6.67332082095918,8.246038650752128,11.935573092939325,46,205,8,Medium
18,5.898654879923621,4.850651502474466,4.089941435027265,3.7326063693954263,87,29,10,Medium
36,9.166373858634616,5.88623821768452,7.609332142011283,5.071438396898517,18,220,7,Medium
37,8.114086562430685,4.455887283408291,3.2934130646306246,10.918520210413986,0,91,10,Medium
39,4.0052864807861255,5.485238563201873,4.960374995475657,2.324999158470256,139,225,8,Medium
15,5.469692386363781,9.549658883492334,4.313476138079109,9.333218223056637,42,148,1,Medium
36,8.982405579832458,5.248395949095154,8.49350390203773,6.230519230220288,54,93,8,Medium
37,12.191115364564833,2.9052065116879726,4.067987438195097,8.888180198785083,168,23,10,Medium
33,10.791774703605403,7.708092904369421,6.471791508786069,7.249001218399822,101,206,1,High
22,8.194200348834395,3.7070523489247185,3.9886989945314393,8.271118868404127,61,229,10,Medium
29,5.709808978114321,8.253968122803212,5.84090229166008,8.666637102394958,109,241,9,Medium
35,5.745666608043471,1.0399988953469088,5.480399408190485,8.312459447968033,56,60,7,Low
29,12.432425033437148,3.655690782532568,3.248143153403087,8.645629779470779,19,109,8,High
23,1.5101664885271031,1.3964191284760747,7.955205562203624,7.683479326356473,13,190,10,Low
35,,1.3105193303353988,7.6806762906998625,9.138953583613707,164,161,5,Medium
23,9.63688034107031,6.754700812138154,4.667150232406831,9.760234732162267,106,176,6,Medium
24,,4.16068061285927,,9.879354187945044,71,220,4,Medium
34,1.4939718849616481,8.77904994885857,5.17601748528467,10.535130987928966,116,56,9,Low
39,8.871880573586537,5.405848809798527,7.6153628596797285,5.16402420502774,4,133,8,Medium
35,7.302114781175811,3.305760601136686,7.154906737697145,9.457734308443523,170,135,2,Medium
40,,7.34844443564085,3.5428018867197713,11.466612912703294,83,169,7,Medium
23,4.612986140001668,6.428159520064147,8.06512899221918,5.674680789351492,70,107,7,Medium
17,12.574087930777466,8.096148897877432,4.076556630570252,9.776411157316279,50,246,7,High
34,8.149849406257388,6.614088625247907,4.044658214792362,4.914627778920882,40,140,3,Medium
39,6.374415477260813,2.0866274624397425,7.40248124891731,3.7556926544131657,150,55,2,Low
40,,6.867945357837127,4.099506368344572,6.464268921345575,86,242,1,Medium
25,10.283579856229974,4.219717377350198,,10.065321591132667,144,205,8,Medium
20,10.137060704148423,4.899858787446897,5.013496963370886,5.071225196559517,168,162,1,Medium
16,8.982566890643326,9.254863469504775,8.03227488481906,4.949393682175306,18,208,2,High
21,7.63341440086844,3.9196584398285967,4.060852549395127,4.776750351729907,28,154,6,Medium
32,6.639197228695845,,5.034437958706921,4.181209847224714,121,246,7,Medium
41,8.712524208843899,3.9530764674162757,4.717523703463539,8.111109928205504,131,110,7,Medium
16,4.034140872469287,1.3999111108990214,5.136365188319315,4.43336885204114,141,127,10,Low
41,13.23636783430942,4.808490749458855,7.285630766146174,11.349028220693844,36,189,2,High
31,8.654328879342984,6.1720842923666925,5.43279348590633,5.459310467375482,169,245,8,Medium
25,5.045501776606895,4.371281274357187,7.557460088045056,7.423987569753451,3,44,3,Medium
41,6.845838061507044,4.211328754442752,6.842418829490204,6.091704621408523,5,140,2,Medium
26,11.4739022553996,8.293595881996772,5.166595092653504,11.62715734090869,110,83,2,High
41,3.101008789493867,0.782009136749967,5.593444689643383,6.240115034111325,10,63,1,Low
33,4.806863091983385,3.3080612690311395,7.221736272351019,7.636944482280372,147,25,1,Low
36,9.83360429557522,8.21169402108351,6.208532479069381,9.634232599890378,141,23,7,Medium
38,5.10135968426891,9.245036411806057,8.210040968564321,3.7129653721755145,0,85,9,Medium
39,11.302521864199058,4.416846065487869,8.599100510860604,2.326418025586672,104,146,6,Medium
21,2.6958953333056908,8.943545310362726,7.306243956230055,6.549199152867132,101,33,8,Medium
34,10.91492021590991,2.3898361601878104,8.935242718933676,7.5064106796340395,86,151,3,Medium
20,1.888572293057361,2.60355714467164,6.57922072451601,4.870610387019038,141,54,2,Low
35,1.163703964677432,8.538818077555632,3.238984741864245,6.625046658357518,70,96,2,Medium
38,12.676905744818107,9.080948542735873,6.029112336762981,8.151604558348351,48,142,1,High
15,8.557409820119883,2.616654795645341,4.380055676315154,11.732729573060052,133,240,7,Medium
31,5.573749662128549,1.0635798047018055,5.002279082305852,8.017771558011328,175,133,9,Low
43,4.023730280530055,1.3580793020252335,5.940420312889218,6.488572963541419,60,181,3,Low
25,9.01951518239061,2.983117936075451,4.770304826464988,2.225284939625391,150,173,4,Medium
36,7.617028385977597,,4.85772983259102,5.105832319290514,39,75,2,Medium
40,13.890771081889808,5.344922364064687,5.412098018461093,5.584859636646218,149,109,8,High
42,13.781807826498696,4.828094001306312,4.718744086537865,6.7694456964979715,122,215,9,High
32,9.255319359840925,6.049329346077009,4.017005971087485,9.821710627701226,145,143,5,Medium
35,6.757316579376576,8.957119577890769,7.593361575427873,9.758873761787207,160,97,3,Medium
31,7.384832598750608,1.359088605873747,5.3712705742430655,10.452859834315579,122,130,1,Medium
21,9.872227861079205,7.099879212547522,7.9905438029397615,4.899925588665021,74,222,1,High
31,2.320469075059958,9.30451303372635,8.29630193708777,5.464593415177629,6,150,4,Medium
34,5.268576959539336,2.5268253967048,7.50578091691092,3.502388905740555,39,141,2,Medium
23,1.97853913304685,8.458837001637427,5.380038972251007,10.574157761834648,109,234,4,Medium
31,1.9536898737199544,7.1312347522152715,7.327932678128847,8.522351650993091,92,155,9,Low
34,3.5459101446250387,0.6374510926948745,3.9313230262714374,2.775499058211573,64,191,3,Low
36,7.308292309711949,2.700310963440218,6.966694554933316,5.036569978188556,166,109,1,Medium
36,11.202066175116261,6.255525228510868,5.436192383723166,3.5272505131544167,61,225,1,High
42,7.311446585156343,5.272803225166511,6.933866489950349,11.692281564202759,126,152,4,Medium
43,5.361195937291306,5.515394399005227,,5.246028085645049,48,205,9,Medium
22,2.0705888743778558,2.7033390337648155,6.37611892819981,6.964673185690525,33,233,3,Low
31,8.153841801380684,6.912532971731953,6.854871558329364,5.179020156308747,89,225,4,Medium
21,4.526491624281298,3.0309745238993804,4.281167588431549,6.742965322872205,124,31,4,Low
15,8.994144312922916,4.1996321815453115,6.556197328255991,11.986221457669881,125,214,10,Medium
27,,4.004701200860724,5.762845732771495,4.873887761069602,78,113,4,High
44,2.447086179208152,6.884237710139036,5.568317157343245,4.826220534281473,28,39,4,Medium
37,3.757630183385219,1.3574012359905652,5.461894526227767,5.713795712161209,24,150,4,Low
33,7.150228995291871,2.4526480598817595,4.865544167915211,3.6931677337133944,59,52,4,Medium
41,13.591979599497083,2.404722171508144,4.832007974318571,9.389917407128296,69,224,5,High
38,11.033527091509942,1.530034404099246,7.198238567703222,5.793403012413716,26,165,7,Medium
33,12.676979511116791,2.472152298946361,6.346798535013867,7.808587772939663,67,94,2,Medium
44,5.338293030185308,6.267072545271866,3.1797126441819854,8.613030882480142,67,173,4,Medium
44,13.896500159121729,7.455597623304787,3.2911513804732184,2.3544363246204263,107,26,7,High
43,2.336826608834046,6.772882746206665,6.42071400628936,8.440027921322574,170,109,9,Low
31,1.6886477785993108,5.014287310818382,8.077700872830961,7.327693591465298,105,22,5,Low
27,12.122834151702365,0.9981284254126046,3.263866867253739,2.8285041038293253,36,148,5,Medium
43,13.054443312690822,9.610566601524363,6.043241604660681,3.2448652077384037,177,36,8,High
44,2.177609648099323,2.0967263779561733,8.106812253034214,6.4079842443652435,27,159,10,Low
30,2.4745565476959395,6.850003018853873,3.0266878685929752,5.4630771464406305,163,132,7,Low
22,1.4312640508250596,9.172460847080055,4.654763445610836,6.374958049850488,66,121,3,Medium
33,2.3585983143554135,7.128882411819392,8.519521310076245,8.355150846281578,16,220,2,Medium
32,,2.571471581795027,3.4888177403494276,3.5442481128333228,94,100,6,Low
15,13.610996045830012,3.500064838258219,6.6419788649969185,8.624446147124655,88,146,5,High
28,9.682182889115845,0.7869557366054042,6.044289999595962,10.18126385422542,46,122,9,Medium
33,11.121189331741048,6.321203288000079,3.910076178893269,2.0292823209154003,176,229,8,High
29,,6.3234333183748825,3.2549220599168702,5.684636003694754,87,139,3,High
32,7.95595874712979,7.392255523075603,6.015522610467003,4.7516759042191055,22,42,7,Medium
16,11.367356710269224,,7.410781133934357,6.319997774966397,75,238,10,Medium
36,8.745497921069605,8.269492243832433,4.0634566639474645,8.152787164951231,112,21,2,Medium
42,5.089099268843649,7.517754095302927,7.147918972922338,3.8756930132050953,68,174,6,Medium
31,8.294431413989209,1.8384227904788437,6.278299870512584,3.3409561848430442,73,124,1,Medium
32,7.935611619748675,3.8024527880552967,5.147078553544399,9.288384105162093,78,145,9,Medium
44,11.704889698871169,6.565986482590059,6.986582977350916,8.857531406138728,38,74,2,High
20,13.762453825961567,5.210070311933115,4.151860665502944,6.608444939798398,22,133,7,High
33,6.343553350472097,1.593395507061993,5.741587925708768,7.0132272771981174,176,34,4,Low
18,10.924078819737675,1.3297810637976042,6.2958298893894,4.698612420074104,150,63,5,Medium
15,2.296919052495736,7.92383484152687,5.752173241593341,5.291791276202237,15,248,3,Medium
22,11.098807802827752,1.9816876211691934,5.385008261143011,5.200825767608292,160,216,2,Medium
43,5.828419855912018,2.1348804023392143,7.44548183740942,9.263351086493568,50,114,1,Medium
37,1.5120721175659266,8.393769690889197,6.9366057991340995,7.556431017959939,49,124,7,Medium
21,5.7222003213083035,6.315326528350562,6.836772512168502,9.294886693533432,79,68,10,Medium
17,8.938355761981382,6.2447982774627375,8.350803869481373,7.9071665909065185,65,82,9,Medium
24,2.5502521798590654,5.05378482795173,8.961003944128786,7.45636308817007,157,248,10,Low
24,13.01244840159331,5.905452636821764,6.403227199321246,5.20581953482907,97,54,10,High
33,2.0097413725469018,6.216812058532205,5.08960726616826,5.954658097964358,34,38,1,Low
28,13.09008735783116,9.694349231014012,7.673252095090888,10.873978760864645,123,200,10,High
16,10.192787733163923,2.618246420942003,,7.759300006785847,124,239,10,Medium
42,5.286258280384647,2.5383429871543615,6.077455026265075,7.244552973859551,26,21,4,Low
15,6.079754520218212,1.0435756332004988,6.147050891727837,2.5313147644655727,111,247,6,Medium
37,10.630521741525675,6.7528885886885615,8.900807205177916,8.708891697620846,163,199,10,Medium
37,8.819124311455695,5.715900717811488,8.946040889920287,8.860174479394725,157,167,1,Medium
42,9.731357978914287,1.5567724365430777,7.79528482968532,8.90656569823958,35,133,10,Medium
32,6.05914001467524,3.963119883622779,5.838094126713479,2.912221142656912,60,206,5,Medium
21,7.341575263498787,2.1973004506464364,6.2833547398487015,5.004552600154906,160,150,6,Medium
43,13.868277292492614,3.6490765338081848,4.9184497891105465,5.712260462369609,96,27,8,High
22,3.78099731649633,9.537009609248797,7.979074222066885,10.264968959280694,129,59,3,Medium
15,6.432130424787708,6.991528969365024,7.479277163014236,11.806727341158386,11,49,10,Medium
39,4.793701438461575,0.5719064575538485,7.628551726944738,6.147475934757276,70,31,4,Low
37,10.946449635718048,2.898826700949175,3.8320580289306116,7.542807073324793,130,196,6,Medium
17,10.93216413365437,0.5984346972389007,5.391803827862047,2.0733725867656276,134,135,7,Medium
38,4.801790992966146,7.291250738302467,6.224110142531666,2.087792814211177,172,122,8,Medium
37,2.0580741162287777,4.959507119527045,3.7479478119407332,2.7450022905530194,6,36,10,Low
41,1.1486247967386527,,5.211738158301557,9.194664422438343,112,85,8,Medium
43,6.556856932152312,7.4690409797152535,3.524595134485263,3.781365978210172,15,248,3,Medium
22,6.334388726365021,5.420172955724878,8.753047363649584,9.578490106529152,60,143,1,Medium
36,13.849068422318219,8.144701567977284,7.507579977456145,6.318761514946534,155,42,4,High
39,7.107426984069835,7.195634686723722,6.7244887259085715,10.49969008706956,163,186,2,Medium
29,4.333438804480468,2.815873687541878,4.229138601161685,10.703163736022756,123,146,10,Low
19,12.585982733409075,5.537453610861407,5.004764623064847,10.798329081563827,47,46,3,High
17,7.38388334549652,5.781987885923673,3.866909411480159,7.435026380764975,23,204,10,Medium
33,8.789283257737512,4.786701136774132,6.216717761766026,9.885074302322844,103,38,7,Medium
15,2.2436932355667647,2.2023299171259385,7.923095938728807,8.619122336922288,149,191,1,Low
42,5.977913295287062,2.6220059907499267,3.1142191301388698,3.86713193258056,69,141,5,Medium
29,13.274907768159228,3.169950309081635,3.61985201818407,5.815167255102494,72,85,10,High
22,8.66356999428053,0.5974239190925555,4.376098643646681,11.623623520880436,99,51,10,Medium
16,5.478524116852002,9.210966975610338,7.284400458954527,9.725647014054083,104,52,2,Medium
17,9.13367334821071,7.0179119200430495,8.363879032616083,4.629938769536707,75,190,7,Medium
38,12.83534416451551,7.051364499952473,7.518074020646949,4.809743375156705,142,42,4,High
28,4.561877806143671,5.937140831186652,6.149685301025368,4.541811228457711,69,33,5,Medium
38,7.566517340118767,7.048452677530062,3.630674184685623,5.288150254971487,173,227,5,Medium
28,13.46297850085282,9.827694223799545,7.529486246138922,11.283073762634135,56,204,8,High
